region,country,item_type,sales_channel,order_priority,order_date,order_id,ship_date,units_sold,unit_price,unit_cost,total_revenue,total_cost,total_profit
Australia and Oceania,Australia,Cereal,Offline,H,2013-06-13,SYN001184,2013-07-09,641,187.97,117.04,120488.77,82508.35,60068.85
Sub-Saharan Africa,Burkina Faso,Vegetables,Online,H,2012-07-12,SYN001185,2012-07-31,7693,159.29,92.8,1225417.97,666538.08,503577.0
Central America and the Caribbean,Belize,Clothes,Offline,M,2016-07-23,SYN001186,2016-09-03,5722,103.25,35.79,590796.5,204368.95,405646.09
Sub-Saharan Africa,South Sudan,Personal Care,Offline,C,2013-12-24,SYN001187,2014-01-24,2281,90.35,58.12,206088.34999999998,115630.21,53667.3
Asia,Brunei,Office Supplies,Online,L,2012-04-06,SYN001188,2012-05-03,7273,647.9,524.25,4712176.7,3462457.92,865117.0
Australia and Oceania,New Zealand,Fruits,Online,H,2014-09-09,SYN001189,2014-10-01,2245,9.55,7.14,21439.75,16055.99,5247.7
Sub-Saharan Africa,Madagascar,Clothes,Offline,L,2015-04-18,SYN001190,2015-05-23,7362,102.21,34.72,752470.0199999999,274204.29,509033.26
Sub-Saharan Africa,The Gambia,Household,Offline,L,2012-06-01,SYN001191,2012-06-15,2662,711.89,489.78,1895051.18,1066266.27,362616.54
Middle East and North Africa,Azerbaijan,Office Supplies,Online,M,2012-06-12,SYN001192,2012-07-31,1898,649.55,508.5,1232845.9,967043.24,256772.89
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,H,2016-12-01,SYN001193,2016-12-10,958,646.59,537.33,619433.2200000001,503506.87,121277.0
Sub-Saharan Africa,Sierra Leone,Vegetables,Offline,C,2016-06-02,SYN001194,2016-06-24,1482,150.89,92.02,223618.97999999998,136014.17,94584.17
Middle East and North Africa,Pakistan,Cosmetics,Offline,L,2013-07-08,SYN001195,2013-08-11,9933,442.05,259.91,4390882.65,2389862.26,1772509.49
Sub-Saharan Africa,Mali,Clothes,Online,M,2011-07-22,SYN001196,2011-09-04,893,113.37,36.66,101239.41,34114.77,60649.07
Sub-Saharan Africa,Mozambique,Household,Offline,L,2012-02-07,SYN001197,2012-02-20,5163,672.26,521.04,3470878.38,2690104.65,895788.83
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,H,2016-12-10,SYN001198,2016-12-07,947,656.82,551.69,622008.54,492205.69,123786.0
Middle East and North Africa,Azerbaijan,Office Supplies,Online,M,2012-06-13,SYN001199,2012-07-29,2028,633.9,518.12,1285549.2,1113253.6,259233.34
Europe,France,Cosmetics,Online,H,2017-05-15,SYN001200,2017-06-04,1952,396.25,252.06,773480.0,499977.13,301545.31
Europe,Portugal,Baby Food,Online,H,2015-07-30,SYN001201,2015-09-04,1309,265.71,157.55,347814.38999999996,197393.03,122791.03
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,C,2012-01-07,SYN001202,2012-01-12,1250,652.53,538.0,815662.5,647579.61,162059.63
Europe,Lithuania,Office Supplies,Offline,H,2010-10-25,SYN001203,2010-11-17,9005,646.8,549.65,5824434.0,4799549.32,1107699.38
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-03,SYN001204,2017-02-19,9124,659.05,479.83,6013172.199999999,4896400.65,1486893.19
Sub-Saharan Africa,Cape Verde,Clothes,Offline,H,2014-08-03,SYN001205,2014-08-12,4354,100.75,37.99,438665.5,150985.29,315344.38
Asia,Kyrgyzstan,Vegetables,Online,H,2011-06-17,SYN001206,2011-07-16,127,156.82,100.46,19916.14,10360.91,7722.32
Sub-Saharan Africa,South Sudan,Personal Care,Offline,C,2014-01-02,SYN001207,2014-01-27,2199,82.43,56.17,181263.57,125623.65,50576.83
Europe,Austria,Cosmetics,Offline,H,2015-02-26,SYN001208,2015-02-27,2738,443.93,259.0,1215480.34,782630.71,491773.86
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,2013-03-23,SYN001209,2013-03-31,3776,209.13,123.86,789674.88,459303.65,362005.64
Europe,Albania,Clothes,Online,C,2010-01-30,SYN001210,2010-03-22,2073,122.02,38.8,252947.46,73426.51,156714.4
Sub-Saharan Africa,Senegal,Cereal,Online,H,2014-04-25,SYN001211,2014-06-04,6732,206.05,126.02,1387128.6,780769.25,605341.84
Europe,Norway,Baby Food,Online,L,2014-05-16,SYN001212,2014-06-24,6923,259.32,166.42,1795272.3599999999,1220772.0,767734.0
Central America and the Caribbean,Nicaragua,Beverages,Offline,C,2011-02-04,SYN001213,2011-03-27,7914,44.62,32.87,353122.68,258907.86,133399.6
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-02-09,SYN001214,2015-02-27,2953,258.54,165.52,763468.6200000001,468191.88,263693.91
Sub-Saharan Africa,Angola,Household,Offline,M,2011-04-24,SYN001215,2011-05-02,4325,672.71,517.46,2909470.75,1931201.0,747139.68
Sub-Saharan Africa,Republic of the Congo,Personal Care,Offline,M,2015-07-18,SYN001216,2015-08-25,5742,80.55,50.18,462518.1,350980.4,156789.56
Sub-Saharan Africa,South Sudan,Personal Care,Offline,C,2013-12-29,SYN001217,2014-02-01,2047,83.61,55.46,171149.67,119763.14,50147.12
Sub-Saharan Africa,Mozambique,Household,Offline,L,2012-02-17,SYN001218,2012-02-20,4966,660.31,470.6,3279099.4599999995,2791210.37,906930.64
Sub-Saharan Africa,Kenya,Vegetables,Online,L,2012-03-13,SYN001219,2012-04-09,6342,163.79,91.38,1038756.1799999999,549098.83,424320.76
Europe,Spain,Household,Offline,L,2012-10-28,SYN001220,2012-12-01,4785,665.75,508.15,3185613.75,2242308.1,777877.74
Sub-Saharan Africa,The Gambia,Meat,Online,M,2017-01-07,SYN001221,2017-01-25,4770,401.71,375.83,1916156.7,1692177.99,277553.69
Asia,Turkmenistan,Household,Offline,L,2010-12-28,SYN001222,2011-01-23,4103,649.35,484.3,2664283.0500000003,1882804.53,631427.68
Sub-Saharan Africa,Comoros,Cereal,Offline,H,2016-03-27,SYN001223,2016-05-05,952,211.29,113.96,201148.08,114155.23,84603.87
Asia,Brunei,Office Supplies,Online,L,2012-04-02,SYN001224,2012-05-11,6660,650.75,510.75,4333995.0,3656674.26,851189.0
Middle East and North Africa,Kuwait,Fruits,Online,M,2012-04-27,SYN001225,2012-05-13,522,9.22,7.36,4812.84,3805.43,1307.84
Europe,Russia,Office Supplies,Offline,L,2014-05-02,SYN001226,2014-05-13,1835,641.03,534.56,1176290.05,927647.9,227996.22
Europe,Romania,Cosmetics,Online,H,2010-12-03,SYN001227,2010-12-31,7982,430.31,250.07,3434734.42,1904152.95,1364501.38
Europe,France,Cosmetics,Online,H,2017-05-24,SYN001228,2017-06-04,1725,411.88,280.68,710493.0,482242.94,326396.01
Europe,Slovakia,Vegetables,Online,H,2012-10-06,SYN001229,2012-11-07,166,162.14,80.67,26915.239999999998,15460.49,10841.41
Australia and Oceania,Fiji,Clothes,Offline,C,2010-06-25,SYN001230,2010-08-01,9284,101.14,36.07,938983.76,345786.3,698881.8
Sub-Saharan Africa,The Gambia,Meat,Online,M,2017-01-19,SYN001231,2017-01-27,4750,389.47,348.62,1849982.5000000002,1799673.96,289019.93
Sub-Saharan Africa,The Gambia,Cereal,Offline,H,2012-06-05,SYN001232,2012-06-14,2257,203.92,116.38,460247.43999999994,225480.58,191272.86
Middle East and North Africa,Lebanon,Clothes,Online,L,2012-09-20,SYN001233,2012-10-07,8564,102.02,36.18,873699.2799999999,284591.64,569423.43
Europe,Albania,Clothes,Online,C,2010-02-04,SYN001234,2010-03-17,2201,104.34,37.35,229652.34,79706.08,164986.82
Europe,Slovenia,Beverages,Offline,C,2016-10-30,SYN001235,2016-11-26,4558,45.85,30.89,208984.30000000002,134016.08,74649.8
Asia,Brunei,Office Supplies,Online,L,2012-04-04,SYN001236,2012-05-14,6887,660.19,552.96,4546728.53,3332580.12,886535.0
Asia,Malaysia,Fruits,Offline,L,2011-11-13,SYN001237,2012-01-03,6154,9.05,7.17,55693.700000000004,45365.73,16004.9
Europe,Switzerland,Cosmetics,Offline,M,2012-09-13,SYN001238,2012-10-19,9090,459.6,273.63,4177764.0,2266962.96,1485964.91
Sub-Saharan Africa,Mali,Fruits,Online,L,2010-05-04,SYN001239,2010-05-11,5456,8.92,7.23,48667.52,39592.15,13955.0
Europe,Portugal,Baby Food,Online,H,2015-08-01,SYN001240,2015-08-29,1221,244.59,169.9,298644.39,223170.59,131699.9
Australia and Oceania,Federated States of Micronesia,Beverages,Online,C,2014-10-29,SYN001241,2014-11-20,8182,44.5,32.11,364099.0,280334.7,135287.4
Europe,Lithuania,Office Supplies,Offline,H,2010-10-29,SYN001242,2010-11-24,8423,651.16,524.03,5484720.68,4770260.04,1032494.36
Central America and the Caribbean,Haiti,Cosmetics,Offline,H,2013-10-19,SYN001243,2013-11-22,1650,419.08,260.66,691482.0,450567.36,311238.82
Middle East and North Africa,Iran,Cosmetics,Online,H,2016-11-15,SYN001244,2016-12-15,6789,469.47,238.59,3187231.83,1588947.59,1046146.67
Europe,Slovakia,Vegetables,Online,H,2012-10-03,SYN001245,2012-11-09,172,156.31,94.96,26885.32,15526.11,10945.42
Asia,Brunei,Office Supplies,Online,L,2012-04-01,SYN001246,2012-05-15,6228,605.55,519.85,3771365.4,3627827.64,786938.0
Sub-Saharan Africa,Zambia,Snacks,Online,L,2011-01-05,SYN001247,2010-12-29,4296,163.67,98.58,703126.32,413203.21,231916.08
Europe,Romania,Cosmetics,Online,H,2010-11-22,SYN001248,2010-12-22,7551,420.52,252.77,3175346.52,1921488.19,1363869.56
Europe,United Kingdom,Household,Online,L,2012-01-09,SYN001249,2012-02-08,278,656.88,491.53,182612.63999999998,139593.96,41827.37
Europe,Russia,Office Supplies,Offline,L,2014-04-28,SYN001250,2014-05-10,1809,663.04,533.18,1199439.3599999999,942439.85,229139.64
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-14,SYN001251,2017-02-10,8804,663.27,481.57,5839429.08,4783755.99,1543822.8
Australia and Oceania,Tuvalu,Baby Food,Offline,H,2010-06-03,SYN001252,2010-07-03,9842,256.85,155.16,2527917.7,1621750.5,922332.47
Sub-Saharan Africa,Mali,Fruits,Online,L,2010-05-14,SYN001253,2010-05-05,5454,8.83,7.04,48158.82,41863.2,13696.83
Australia and Oceania,Samoa,Cosmetics,Online,H,2013-07-15,SYN001254,2013-08-14,9984,447.1,231.11,4463846.4,2466903.33,1666728.74
Sub-Saharan Africa,Kenya,Vegetables,Online,L,2012-03-16,SYN001255,2012-04-09,6369,156.64,95.04,997640.1599999999,575678.85,382849.39
Sub-Saharan Africa,Djibouti,Snacks,Online,M,2017-02-18,SYN001256,2017-02-28,7226,159.26,92.53,1150812.76,707281.85,361812.94
Sub-Saharan Africa,Kenya,Vegetables,Online,L,2012-03-11,SYN001257,2012-03-31,6022,151.25,96.29,910827.5,636646.18,385715.58
Asia,Laos,Vegetables,Offline,C,2011-09-22,SYN001258,2011-10-30,3788,149.48,97.22,566230.24,313822.66,228393.37
Europe,Portugal,Baby Food,Online,H,2015-08-06,SYN001259,2015-09-09,1343,267.82,158.88,359682.26,185214.86,118394.04
Europe,Bulgaria,Office Supplies,Online,M,2012-02-22,SYN001260,2012-02-24,4143,655.49,560.04,2715695.07,2138327.63,522876.22
Europe,Albania,Clothes,Online,C,2010-02-08,SYN001261,2010-03-18,2213,125.78,36.92,278351.14,83463.41,165371.88
Central America and the Caribbean,Nicaragua,Beverages,Offline,C,2011-02-06,SYN001262,2011-03-27,7942,48.09,30.38,381930.78,256727.07,128305.36
Sub-Saharan Africa,Comoros,Cereal,Offline,H,2016-03-23,SYN001263,2016-05-01,872,204.92,112.54,178690.24,112840.28,82212.17
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Online,C,2012-06-13,SYN001264,2012-06-21,3278,112.26,33.51,367988.28,124264.49,246464.89
Europe,Slovenia,Beverages,Offline,C,2016-10-16,SYN001265,2016-11-30,4718,42.41,34.45,200090.37999999998,144179.9,74280.39
Central America and the Caribbean,Honduras,Snacks,Online,L,2016-06-23,SYN001266,2016-07-28,2447,154.09,90.31,377058.23,226181.0,114671.52
Europe,Lithuania,Office Supplies,Offline,H,2010-10-21,SYN001267,2010-11-15,8992,658.38,482.5,5920152.96,4425642.48,1140003.37
Central America and the Caribbean,Nicaragua,Beverages,Offline,C,2011-02-04,SYN001268,2011-03-27,8164,46.86,30.23,382565.04,241114.28,112776.91
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,C,2012-01-07,SYN001269,2012-01-11,1254,650.43,492.48,815639.22,712666.37,154813.17
Australia and Oceania,New Zealand,Fruits,Online,H,2014-09-13,SYN001270,2014-09-29,2262,10.19,7.47,23049.78,14629.47,5446.2
Middle East and North Africa,Libya,Clothes,Offline,H,2010-11-02,SYN001271,2010-11-12,5795,106.39,32.29,616530.05,213128.87,452702.05
Europe,Monaco,Baby Food,Offline,H,2012-05-31,SYN001272,2012-06-03,8809,269.78,162.71,2376492.0199999996,1474378.25,823583.3
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,2013-03-27,SYN001273,2013-03-31,4017,200.37,110.98,804886.29,473452.07,391289.69
Sub-Saharan Africa,The Gambia,Household,Offline,L,2012-06-02,SYN001274,2012-06-02,2555,632.84,544.42,1616906.2000000002,1077529.28,399757.31
Sub-Saharan Africa,Angola,Household,Offline,M,2011-04-22,SYN001275,2011-05-04,4214,699.3,499.79,2946850.1999999997,2110663.53,726321.67
Asia,Laos,Vegetables,Offline,C,2011-09-08,SYN001276,2011-10-26,3697,158.26,96.36,585087.22,339084.91,236564.99
Middle East and North Africa,Iran,Cosmetics,Online,H,2016-11-18,SYN001277,2016-12-15,6321,416.45,256.73,2632380.4499999997,1649654.32,1168216.49
Sub-Saharan Africa,Cameroon,Beverages,Offline,C,2015-04-02,SYN001278,2015-04-12,5271,47.21,31.15,248843.91,171656.26,87402.51
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,M,2011-11-23,SYN001279,2012-01-05,3477,611.27,532.43,2125385.79,1732806.19,444773.79
Middle East and North Africa,Lebanon,Clothes,Online,L,2012-09-25,SYN001280,2012-10-11,8420,110.59,34.93,931167.8,296830.57,565446.41
Australia and Oceania,Samoa,Cosmetics,Online,H,2013-07-16,SYN001281,2013-08-11,9764,444.41,280.63,4339219.24,2755182.71,1639943.31
Sub-Saharan Africa,Burkina Faso,Vegetables,Online,H,2012-07-15,SYN001282,2012-07-22,8446,149.34,93.48,1261325.6400000001,760065.71,505449.24
Sub-Saharan Africa,Niger,Personal Care,Online,H,2017-03-14,SYN001283,2017-04-01,2797,81.52,63.03,228011.44,177308.84,80034.87
Central America and the Caribbean,Costa Rica,Personal Care,Offline,L,2017-05-08,SYN001284,2017-05-21,6277,83.51,60.24,524192.27,375996.88,164468.87
Asia,Laos,Vegetables,Offline,C,2011-09-22,SYN001285,2011-10-21,3535,161.92,95.14,572387.2,332865.73,218146.11
Sub-Saharan Africa,Djibouti,Snacks,Online,M,2017-03-04,SYN001286,2017-02-28,6750,145.85,105.84,984487.5,711585.92,380412.81
Sub-Saharan Africa,Senegal,Cereal,Online,H,2014-04-18,SYN001287,2014-06-04,6848,208.38,130.01,1426986.24,772236.47,580647.51
Asia,Malaysia,Fruits,Offline,L,2011-11-06,SYN001288,2012-01-04,6369,9.26,6.5,58976.939999999995,41939.01,14933.7
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-09,SYN001289,2017-02-10,8470,632.67,514.15,5358714.899999999,4588205.06,1507009.69
Middle East and North Africa,Libya,Fruits,Online,L,2015-08-18,SYN001290,2015-09-29,630,9.48,6.62,5972.400000000001,4800.47,1675.26
Asia,Laos,Vegetables,Offline,C,2011-09-15,SYN001291,2011-10-22,3307,143.28,94.4,473826.96,357291.32,220973.71
North America,Mexico,Personal Care,Offline,L,2012-02-12,SYN001292,2012-03-22,6557,83.94,57.07,550394.58,357029.61,165726.34
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,M,2011-12-01,SYN001293,2012-01-02,3674,686.08,560.87,2520657.92,1691218.82,441135.64
Sub-Saharan Africa,The Gambia,Baby Food,Offline,M,2014-02-06,SYN001294,2014-03-26,5400,243.38,148.69,1314252.0,899873.23,536251.07
Sub-Saharan Africa,Mozambique,Household,Offline,L,2012-02-15,SYN001295,2012-02-09,5372,663.15,516.18,3562441.8,2841810.96,930442.07
Middle East and North Africa,Pakistan,Cosmetics,Offline,L,2013-07-10,SYN001296,2013-08-10,10011,431.95,265.98,4324251.45,2505335.71,1628845.17
Australia and Oceania,New Zealand,Fruits,Online,H,2014-09-12,SYN001297,2014-10-04,1889,9.34,6.93,17643.26,15451.48,5041.82
Sub-Saharan Africa,The Gambia,Meat,Online,M,2017-01-17,SYN001298,2017-01-27,4648,408.96,348.29,1900846.0799999998,1760630.47,306249.03
Asia,Bangladesh,Clothes,Online,L,2017-01-16,SYN001299,2017-03-06,8828,97.89,37.73,864172.92,306535.77,561801.22
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,H,2013-09-14,SYN001300,2013-10-21,7356,8.8,7.2,64732.8,53592.71,18972.37
Asia,Mongolia,Personal Care,Offline,C,2014-02-22,SYN001301,2014-02-21,4470,81.35,52.32,363634.5,273831.91,134566.34
Sub-Saharan Africa,Rwanda,Cosmetics,Offline,H,2013-10-17,SYN001302,2013-11-26,4537,426.8,262.56,1936391.6,1169864.5,766461.17
Sub-Saharan Africa,Senegal,Cereal,Online,H,2014-04-11,SYN001303,2014-05-23,6203,186.73,109.4,1158286.19,746859.55,573382.85
Asia,Laos,Vegetables,Offline,C,2011-09-08,SYN001304,2011-10-28,3623,151.81,82.53,550007.63,326603.52,227174.87
Sub-Saharan Africa,Cameroon,Beverages,Offline,C,2015-04-08,SYN001305,2015-04-12,5599,43.42,30.44,243108.58000000002,180588.9,83354.36
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,2013-03-24,SYN001306,2013-04-02,4054,199.02,115.24,806827.0800000001,477533.9,365182.02
Europe,San Marino,Baby Food,Online,L,2013-07-03,SYN001307,2013-06-24,4894,263.84,165.23,1291232.96,724201.0,451190.0
Sub-Saharan Africa,Niger,Personal Care,Online,H,2017-03-14,SYN001308,2017-04-03,3096,76.65,54.83,237308.40000000002,171726.89,75359.08
Sub-Saharan Africa,Cameroon,Beverages,Offline,C,2015-03-26,SYN001309,2015-04-22,4621,45.81,28.28,211688.01,166772.38,85740.66
Europe,Albania,Clothes,Online,C,2010-02-05,SYN001310,2010-03-20,2181,111.48,32.55,243137.88,73146.25,159395.7
Sub-Saharan Africa,Mali,Clothes,Online,M,2011-07-22,SYN001311,2011-08-27,828,109.61,32.67,90757.08,30216.28,71421.63
Australia and Oceania,Kiribati,Fruits,Online,M,2014-10-12,SYN001312,2014-11-17,5266,9.68,7.32,50974.88,38489.88,12664.38
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,2014-06-13,SYN001313,2014-07-07,8532,9.31,6.82,79432.92,56805.02,20762.82
Sub-Saharan Africa,Lesotho,Fruits,Online,L,2013-08-13,SYN001314,2013-09-19,9894,9.64,6.59,95378.16,67791.48,24568.11
Europe,Romania,Cosmetics,Online,H,2010-11-30,SYN001315,2010-12-22,7548,482.16,265.71,3639343.68,2079987.32,1408649.58
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,2013-03-24,SYN001316,2013-04-04,4245,197.86,125.53,839915.7000000001,459999.88,368780.12
Sub-Saharan Africa,Madagascar,Clothes,Offline,L,2015-04-18,SYN001317,2015-06-01,8254,116.11,34.29,958371.94,229827.2,557442.92
Europe,Austria,Cosmetics,Offline,H,2015-03-02,SYN001318,2015-03-03,2847,430.8,240.77,1226487.6,732142.07,469731.86
Asia,Turkmenistan,Household,Offline,L,2010-12-31,SYN001319,2011-01-27,3724,650.64,504.89,2422983.36,1942431.86,668845.58
Asia,Sri Lanka,Cosmetics,Offline,M,2016-11-22,SYN001320,2016-12-14,6958,414.13,264.04,2881516.54,1817518.35,1241554.79
North America,Mexico,Household,Offline,C,2014-11-01,SYN001321,2014-12-18,7270,645.88,506.22,4695547.6,3440989.58,1168063.32
Sub-Saharan Africa,Cape Verde,Clothes,Offline,H,2014-08-04,SYN001322,2014-08-19,4159,116.12,34.79,482943.08,146481.25,322958.0
Middle East and North Africa,Syria,Fruits,Online,L,2011-11-19,SYN001323,2011-11-30,3661,10.01,6.99,36646.61,26723.39,9219.81
Sub-Saharan Africa,Mali,Fruits,Online,L,2010-05-06,SYN001324,2010-05-13,5801,9.23,6.85,53543.23,39987.64,14175.88
Central America and the Caribbean,Grenada,Cereal,Online,C,2012-08-28,SYN001325,2012-09-18,2992,216.33,114.81,647259.36,327555.48,251863.48
Sub-Saharan Africa,Angola,Household,Offline,M,2011-04-24,SYN001326,2011-05-02,4272,611.91,474.09,2614079.52,1932799.5,691317.97
Sub-Saharan Africa,Mozambique,Household,Offline,L,2012-02-04,SYN001327,2012-02-22,5232,667.71,519.17,3493458.72,2706719.4,884877.37
Central America and the Caribbean,Grenada,Cereal,Online,C,2012-08-25,SYN001328,2012-09-12,2875,223.66,111.61,643022.5,304719.44,274066.68
Australia and Oceania,East Timor,Meat,Online,L,2012-08-05,SYN001329,2012-09-06,6216,387.36,349.53,2407829.7600000002,2000236.7,365821.19
Sub-Saharan Africa,Sierra Leone,Vegetables,Offline,C,2016-06-02,SYN001330,2016-06-24,1650,156.43,83.09,258109.5,136910.03,98146.25
Asia,Mongolia,Personal Care,Offline,C,2014-02-17,SYN001331,2014-02-16,4620,79.09,54.34,365395.8,297356.14,124541.1
Central America and the Caribbean,Nicaragua,Beverages,Offline,C,2011-02-14,SYN001332,2011-03-19,7983,49.02,31.74,391326.66000000003,248756.95,128835.32
Asia,Turkmenistan,Household,Offline,L,2010-12-28,SYN001333,2011-01-22,3788,649.51,480.36,2460343.88,2033994.24,661839.68
Asia,Malaysia,Fruits,Offline,L,2011-11-05,SYN001334,2011-12-22,6328,9.91,7.42,62710.48,42221.37,14679.54
Europe,Switzerland,Personal Care,Online,M,2010-12-19,SYN001335,2011-01-28,279,78.29,49.86,21842.910000000003,13765.45,6598.35
Europe,Austria,Cosmetics,Offline,H,2015-02-21,SYN001336,2015-03-05,2916,458.41,263.58,1336723.56,829395.14,504475.92
Sub-Saharan Africa,Cameroon,Office Supplies,Online,M,2011-11-07,SYN001337,2011-11-16,5861,653.95,525.64,3832800.95,2926727.25,679640.25
Central America and the Caribbean,Belize,Clothes,Offline,M,2016-07-19,SYN001338,2016-09-01,5243,115.32,35.4,604622.76,183953.81,398467.45
Sub-Saharan Africa,Niger,Personal Care,Online,H,2017-03-11,SYN001339,2017-03-27,3103,78.95,55.51,244981.85,166323.2,74601.71
Sub-Saharan Africa,Mozambique,Household,Offline,L,2012-02-09,SYN001340,2012-02-16,5202,639.05,473.85,3324338.0999999996,3014554.2,949030.23
Europe,San Marino,Baby Food,Online,L,2013-06-27,SYN001341,2013-06-30,4991,247.11,155.63,1233326.01,755684.0,447380.0
Sub-Saharan Africa,Gabon,Personal Care,Offline,L,2012-07-02,SYN001342,2012-07-16,8082,86.2,57.76,696668.4,488766.07,222048.94
Europe,Norway,Beverages,Offline,C,2014-07-13,SYN001343,2014-08-02,5333,45.68,32.36,243611.44,158524.45,80465.21
Sub-Saharan Africa,Lesotho,Fruits,Online,L,2013-08-24,SYN001344,2013-09-24,8924,9.87,7.18,88079.87999999999,68046.79,21953.06
Sub-Saharan Africa,Rwanda,Cosmetics,Offline,H,2013-10-09,SYN001345,2013-11-20,4310,475.82,276.86,2050784.2,1062570.12,735159.24
